device_config,op_type,M,K,N,core_grid,M_block,K_block,N_block,subblock_h,subblock_w,device_kernel_duration_ns,status
wh_galaxy,agmm,32768,3584,2048,6x8,2,28,2,2,2,16700039,OK
wh_galaxy,agmm,32768,3584,2048,6x8,2,28,4,1,4,14649658,OK
wh_galaxy,agmm,32768,3584,2048,6x8,2,28,8,1,4,14025660,OK
wh_galaxy,agmm,32768,3584,2048,6x8,2,28,16,1,4,14104630,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,1,1,4,1,44464360,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,1,2,2,2,26297890,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,1,4,1,4,20575398,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,1,8,1,4,17196349,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,1,16,1,4,17299143,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,1,32,1,4,17560140,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,2,1,4,1,29203620,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,2,2,2,2,19457482,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,2,4,1,4,13702136,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,2,8,1,4,10203921,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,2,16,1,4,10329372,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,2,32,1,4,10534140,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,4,1,4,1,22709686,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,4,2,2,2,13477011,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,4,4,1,4,8599164,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,4,8,1,4,7666627,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,4,16,1,4,7608359,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,4,32,1,4,7820479,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,7,1,4,1,19436674,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,7,2,2,2,11504855,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,7,4,1,4,7629614,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,7,8,1,4,7422203,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,7,16,1,4,7424250,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,7,32,1,4,7506916,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,8,1,4,1,19220827,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,8,2,2,2,11358568,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,8,4,1,4,7721365,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,8,8,1,4,7374104,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,8,16,1,4,7402779,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,14,1,4,1,18363351,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,14,2,2,2,11406302,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,14,4,1,4,8421009,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,14,8,1,4,7353916,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,14,16,1,4,7465672,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,16,1,4,1,22143471,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,16,2,2,2,15199708,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,16,4,1,4,12419633,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,16,8,1,4,10329844,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,16,16,1,4,10405362,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,28,1,4,1,19039844,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,28,2,2,2,13727479,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,28,4,1,4,11221000,OK
wh_galaxy,agmm,32768,3584,2048,6x8,4,28,8,1,4,9922783,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,1,1,4,1,34127217,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,1,2,2,2,22001524,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,1,4,1,4,18624441,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,1,8,1,4,16945106,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,1,16,1,4,17069488,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,2,1,4,1,25947991,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,2,2,2,2,16991717,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,2,4,1,4,12611239,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,2,8,1,4,9212644,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,2,16,1,4,9341807,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,4,1,4,1,21440427,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,4,2,2,2,12220574,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,4,4,1,4,8022251,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,4,8,1,4,6077044,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,4,16,1,4,6419229,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,7,1,4,1,18906337,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,7,2,2,2,10842654,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,7,4,1,4,6995548,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,7,8,1,4,5874291,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,7,16,1,4,6119094,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,8,1,4,1,18473455,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,8,2,2,2,10592052,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,8,4,1,4,7091887,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,8,8,1,4,5893209,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,8,16,1,4,6021180,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,14,1,4,1,17873785,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,14,2,2,2,10674277,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,14,4,1,4,7823533,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,14,8,1,4,5950081,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,16,1,4,1,21283623,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,16,2,2,2,14628440,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,16,4,1,4,11592820,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,16,8,1,4,9674611,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,28,1,4,1,18245639,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,28,2,2,2,12882453,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,28,4,1,4,11089511,OK
wh_galaxy,agmm,32768,3584,2048,6x8,8,28,8,1,4,9248660,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,1,1,4,1,30912082,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,1,2,2,2,20796992,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,1,4,1,4,17597779,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,1,8,1,4,16812593,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,2,1,4,1,24328019,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,2,2,2,2,15513746,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,2,4,1,4,12153498,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,2,8,1,4,8934060,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,4,1,4,1,20788014,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,4,2,2,2,11798363,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,4,4,1,4,7862798,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,4,8,1,4,5915983,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,1,4,1,18589586,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,2,2,2,10181867,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,4,1,4,6817507,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,8,1,4,5778493,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,8,1,4,1,17822561,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,8,2,2,2,10018419,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,8,4,1,4,6845588,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,8,8,1,4,5932219,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,14,1,4,1,17043013,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,14,2,2,2,10334726,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,14,4,1,4,7676726,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,16,1,4,1,20490665,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,16,2,2,2,13875689,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,16,4,1,4,11544459,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,28,1,4,1,17771158,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,28,2,2,2,12958597,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,1,1,4,1,29601953,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,1,2,2,2,20599117,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,1,4,1,4,17247252,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,2,1,4,1,23429327,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,2,2,2,2,14890231,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,2,4,1,4,11953915,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,4,1,4,1,20605452,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,4,2,2,2,11565645,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,4,4,1,4,7628588,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,7,1,4,1,18141387,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,7,2,2,2,10220228,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,7,4,1,4,6785008,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,8,1,4,1,17351440,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,8,2,2,2,9951404,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,14,1,4,1,17067152,OK
wh_galaxy,agmm,32768,3584,2048,6x8,32,16,1,4,1,20094737,OK
wh_galaxy,agmm,32768,3584,2048,6x8,64,1,1,4,1,29036358,OK
wh_galaxy,agmm,32768,3584,2048,6x8,64,1,2,2,2,20594639,OK
wh_galaxy,agmm,32768,3584,2048,6x8,64,2,1,4,1,22923088,OK
wh_galaxy,agmm,32768,3584,2048,6x8,64,2,2,2,2,14713269,OK
wh_galaxy,agmm,32768,3584,2048,6x8,64,4,1,4,1,20038110,OK
wh_galaxy,agmm,32768,3584,2048,6x8,64,4,2,2,2,11628911,OK
wh_galaxy,agmm,32768,3584,2048,6x8,64,7,1,4,1,17516132,OK
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,8,1,1,6659138,OK_SB
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,8,1,2,6091138,OK_SB
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,8,1,4,5854817,OK_SB
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,8,2,1,6339336,OK_SB
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,8,2,2,6085539,OK_SB
wh_galaxy,agmm,32768,3584,2048,6x8,16,7,8,4,1,6370701,OK_SB
wh_galaxy,agmm,65536,3584,2048,6x8,2,1,1,2,1,136291732,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,1,2,2,2,77252830,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,1,4,1,4,50737994,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,1,8,1,4,36117497,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,1,16,1,4,36251116,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,1,32,1,4,36636422,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,1,64,1,4,37627435,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,2,1,2,1,77999184,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,2,2,2,2,49396126,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,2,4,1,4,36907988,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,2,8,1,4,29149899,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,2,16,1,4,29099226,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,2,32,1,4,29350230,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,2,64,1,4,30306746,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,4,1,2,1,55645194,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,4,2,2,2,34146150,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,4,4,1,4,26402587,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,4,8,1,4,28124139,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,4,16,1,4,28270488,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,4,32,1,4,28745898,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,7,1,2,1,44883476,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,7,2,2,2,28202427,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,7,4,1,4,26583753,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,7,8,1,4,28622432,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,7,16,1,4,28563391,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,7,32,1,4,28609800,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,8,1,2,1,43946271,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,8,2,2,2,28402392,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,8,4,1,4,27493866,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,8,8,1,4,28348641,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,8,16,1,4,28371653,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,8,32,1,4,28416274,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,14,1,2,1,40696874,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,14,2,2,2,28970125,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,14,4,1,4,28153244,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,14,8,1,4,28142209,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,14,16,1,4,28159564,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,16,1,2,1,48185951,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,16,2,2,2,36850583,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,16,4,1,4,31757057,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,16,8,1,4,28026292,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,16,16,1,4,27967492,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,28,1,2,1,40802455,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,28,2,2,2,33398916,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,28,4,1,4,29018457,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,28,8,1,4,27858502,OK
wh_galaxy,agmm,65536,3584,2048,6x8,2,28,16,1,4,27917587,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,1,1,4,1,88922704,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,1,2,2,2,52550425,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,1,4,1,4,41017252,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,1,8,1,4,34399188,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,1,16,1,4,34649283,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,1,32,1,4,35145599,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,2,1,4,1,58355080,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,2,2,2,2,38628024,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,2,4,1,4,27337785,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,2,8,1,4,20312452,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,2,16,1,4,20564250,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,2,32,1,4,21039362,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,4,1,4,1,45398165,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,4,2,2,2,26945333,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,4,4,1,4,17107940,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,4,8,1,4,15160821,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,4,16,1,4,15069337,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,4,32,1,4,15480174,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,7,1,4,1,38858214,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,7,2,2,2,22897018,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,7,4,1,4,15138691,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,7,8,1,4,14748935,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,7,16,1,4,14833669,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,7,32,1,4,14910710,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,8,1,4,1,37894739,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,8,2,2,2,22791022,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,8,4,1,4,15336793,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,8,8,1,4,14690078,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,8,16,1,4,14717368,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,14,1,4,1,36774233,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,14,2,2,2,22712061,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,14,4,1,4,16813642,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,14,8,1,4,14490640,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,14,16,1,4,14700996,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,16,1,4,1,43282683,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,16,2,2,2,30604060,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,16,4,1,4,24352828,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,16,8,1,4,20635906,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,16,16,1,4,20806365,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,28,1,4,1,37457146,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,28,2,2,2,27345664,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,28,4,1,4,22719384,OK
wh_galaxy,agmm,65536,3584,2048,6x8,4,28,8,1,4,19600100,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,1,1,4,1,68033574,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,1,2,2,2,43743520,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,1,4,1,4,37085238,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,1,8,1,4,33853676,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,1,16,1,4,34079567,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,2,1,4,1,51562717,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,2,2,2,2,33613791,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,2,4,1,4,25049919,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,2,8,1,4,18281604,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,2,16,1,4,18513605,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,4,1,4,1,42526993,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,4,2,2,2,24290850,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,4,4,1,4,15930479,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,4,8,1,4,12062470,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,4,16,1,4,12563667,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,7,1,4,1,37206984,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,7,2,2,2,21378893,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,7,4,1,4,13903563,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,7,8,1,4,11640811,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,7,16,1,4,12209469,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,8,1,4,1,36551664,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,8,2,2,2,20987258,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,8,4,1,4,14070907,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,8,8,1,4,11596653,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,8,16,1,4,12087581,OK
wh_galaxy,agmm,65536,3584,2048,6x8,8,14,1,4,1,35440387,OK
